Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,edu_level,not_live_alone,age,num_child,has_child,num_family_member,single_parent,total_spent,PrWines,PrFruits,PrMeatProducts,PrFishProducts,PrSweetProducts,PrGoldProds,label
58607.0,63,867,0,86,0,0,19,3,2,3,9,8,3,1,73,1,1,2,0,972,0.8919753086419753,0.0,0.088477366255144,0.0,0.0,0.0195473251028806,A
65324.0,0,384,0,102,21,32,5,3,6,2,9,4,3,1,68,1,1,2,0,544,0.7058823529411765,0.0,0.1875,0.0386029411764705,0.0588235294117647,0.0091911764705882,A
40689.0,69,270,3,27,39,6,99,7,7,1,5,8,2,1,71,1,1,2,0,444,0.6081081081081081,0.0067567567567567,0.0608108108108108,0.0878378378378378,0.0135135135135135,0.2229729729729729,A
18589.0,89,6,4,25,15,12,13,2,2,1,3,7,2,0,53,0,0,0,0,75,0.08,0.0533333333333333,0.3333333333333333,0.2,0.16,0.1733333333333333,D
53359.0,4,173,4,30,3,6,41,4,5,1,4,7,2,1,46,2,1,3,0,257,0.6731517509727627,0.0155642023346303,0.1167315175097276,0.0116731517509727,0.0233463035019455,0.159533073929961,A
38360.0,26,36,2,42,20,21,10,2,2,1,4,3,2,1,33,1,1,2,0,131,0.2748091603053435,0.015267175572519,0.3206106870229007,0.1526717557251908,0.1603053435114503,0.0763358778625954,D
84618.0,96,684,100,801,21,66,0,1,6,9,10,2,3,1,57,0,0,1,0,1672,0.4090909090909091,0.0598086124401913,0.479066985645933,0.0125598086124401,0.0394736842105263,0.0,C
10979.0,34,8,4,10,2,2,4,2,3,0,3,5,3,0,33,0,0,0,0,30,0.2666666666666666,0.1333333333333333,0.3333333333333333,0.0666666666666666,0.0666666666666666,0.1333333333333333,D
38620.0,56,112,17,44,34,22,89,1,2,5,3,3,3,1,59,0,0,1,0,318,0.3522012578616352,0.0534591194968553,0.1383647798742138,0.1069182389937107,0.0691823899371069,0.279874213836478,D
40548.0,31,110,0,5,2,0,3,2,2,1,4,5,2,1,52,1,1,2,0,120,0.9166666666666666,0.0,0.0416666666666666,0.0166666666666666,0.0,0.025,A
46610.0,8,96,12,96,33,22,43,6,4,1,6,6,3,0,70,2,1,2,1,302,0.3178807947019867,0.0397350993377483,0.3178807947019867,0.1092715231788079,0.0728476821192053,0.1423841059602649,B
68657.0,4,482,34,471,119,68,22,1,3,5,9,7,3,1,76,0,0,1,0,1196,0.403010033444816,0.0284280936454849,0.3938127090301003,0.0994983277591973,0.0568561872909698,0.0183946488294314,C
49389.0,55,40,0,19,2,1,3,1,2,0,3,7,3,0,71,2,1,2,1,65,0.6153846153846154,0.0,0.2923076923076923,0.0307692307692307,0.0153846153846153,0.0461538461538461,B
67353.0,37,702,17,151,0,8,35,5,5,6,12,2,3,1,52,1,1,2,0,913,0.768893756845564,0.0186199342825848,0.1653888280394304,0.0,0.008762322015334,0.0383351588170865,A
23718.0,76,6,3,14,15,7,36,3,3,1,2,7,1,1,46,1,1,2,0,81,0.074074074074074,0.037037037037037,0.1728395061728395,0.1851851851851851,0.0864197530864197,0.4444444444444444,D
42429.0,99,55,0,6,2,0,4,2,1,1,3,5,2,0,49,1,1,1,1,67,0.8208955223880597,0.0,0.0895522388059701,0.0298507462686567,0.0,0.0597014925373134,B
48948.0,53,437,8,206,160,49,42,2,7,10,5,6,3,0,79,0,0,0,0,902,0.4844789356984479,0.0088691796008869,0.2283813747228381,0.1773835920177383,0.0543237250554323,0.0465631929046563,C
80011.0,3,421,76,536,82,178,102,2,8,6,5,4,2,1,42,1,1,2,0,1395,0.3017921146953405,0.0544802867383512,0.3842293906810036,0.0587813620071684,0.1275985663082437,0.0731182795698924,C
20559.0,88,13,1,29,3,0,7,2,2,0,3,8,3,1,37,1,1,2,0,53,0.2452830188679245,0.0188679245283018,0.5471698113207547,0.0566037735849056,0.0,0.1320754716981132,D
21994.0,4,9,0,6,3,1,3,1,0,0,3,5,2,1,65,1,1,2,0,22,0.4090909090909091,0.0,0.2727272727272727,0.1363636363636363,0.0454545454545454,0.1363636363636363,D
7500.0,19,3,1,10,3,2,12,3,2,0,3,5,3,1,47,1,1,2,0,31,0.0967741935483871,0.032258064516129,0.3225806451612903,0.0967741935483871,0.064516129032258,0.3870967741935484,D
79941.0,72,123,164,266,227,30,174,1,2,4,9,1,2,0,46,0,0,0,0,984,0.125,0.1666666666666666,0.2703252032520325,0.2306910569105691,0.0304878048780487,0.1768292682926829,C
7500.0,24,3,18,14,15,22,50,3,3,1,3,9,1,1,26,0,0,1,0,122,0.0245901639344262,0.1475409836065573,0.1147540983606557,0.1229508196721311,0.180327868852459,0.4098360655737705,D
41728.0,92,13,6,15,3,5,13,1,2,0,2,10,2,1,54,1,1,2,0,55,0.2363636363636363,0.109090909090909,0.2727272727272727,0.0545454545454545,0.0909090909090909,0.2363636363636363,D
72550.0,39,826,50,317,50,38,38,9,5,2,12,8,3,1,68,2,1,3,0,1319,0.6262319939347991,0.0379075056861258,0.2403335860500379,0.0379075056861258,0.0288097043214556,0.0288097043214556,A
65486.0,29,245,19,125,37,67,14,1,4,2,10,2,2,0,65,1,1,1,1,507,0.4832347140039448,0.0374753451676528,0.2465483234714004,0.0729783037475345,0.1321499013806706,0.0276134122287968,B
79143.0,2,650,37,780,27,167,32,1,6,9,13,3,3,1,58,0,0,1,0,1693,0.3839338452451269,0.021854695806261,0.4607206142941524,0.0159480212640283,0.0986414648552864,0.0189013585351447,C
35790.0,54,12,6,20,30,1,3,2,2,0,3,7,2,0,45,1,1,1,1,72,0.1666666666666666,0.0833333333333333,0.2777777777777778,0.4166666666666667,0.0138888888888888,0.0416666666666666,D
82582.0,54,510,120,550,156,40,241,1,4,9,7,1,2,0,45,0,0,0,0,1617,0.3153988868274582,0.0742115027829313,0.3401360544217687,0.0964749536178107,0.0247371675943104,0.1490414347557204,C
66373.0,57,328,9,124,12,24,109,7,4,2,10,3,2,1,44,2,1,3,0,606,0.5412541254125413,0.0148514851485148,0.2046204620462046,0.0198019801980198,0.0396039603960396,0.1798679867986798,A
82384.0,55,984,51,432,180,120,190,1,3,10,13,1,3,1,67,0,0,1,0,1957,0.5028104241185488,0.0260602963719979,0.2207460398569238,0.0919775166070516,0.061318344404701,0.0970873786407767,C
70287.0,30,295,35,482,121,120,40,1,5,5,10,3,2,0,56,0,0,0,0,1093,0.2698993595608417,0.0320219579139981,0.4409881061299177,0.1107044830741079,0.1097895699908508,0.0365965233302836,C
27938.0,31,13,0,8,2,1,5,1,1,0,4,3,2,0,34,1,1,1,1,29,0.4482758620689655,0.0,0.2758620689655172,0.0689655172413793,0.0344827586206896,0.1724137931034483,B
55954.0,63,447,0,28,0,0,43,3,8,2,6,7,3,1,54,1,1,2,0,518,0.862934362934363,0.0,0.054054054054054,0.0,0.0,0.083011583011583,A
75777.0,12,712,26,538,69,13,80,1,3,6,11,1,3,0,40,0,0,0,0,1438,0.4951321279554937,0.0180806675938803,0.3741307371349096,0.0479833101529902,0.0090403337969401,0.0556328233657858,C
66653.0,18,452,18,102,16,18,6,4,4,2,12,3,2,1,47,2,1,3,0,612,0.738562091503268,0.0294117647058823,0.1666666666666666,0.0261437908496732,0.0294117647058823,0.0098039215686274,A
61823.0,26,523,7,134,37,14,169,4,8,2,10,7,2,0,70,1,1,1,1,884,0.5916289592760181,0.007918552036199,0.1515837104072398,0.0418552036199095,0.0158371040723981,0.1911764705882352,B
67680.0,8,546,0,48,0,6,6,1,7,3,8,5,3,0,71,1,1,1,1,606,0.900990099009901,0.0,0.0792079207920792,0.0,0.0099009900990099,0.0099009900990099,B
70666.0,29,398,40,367,119,122,30,1,7,4,4,4,2,1,74,0,0,1,0,1076,0.3698884758364312,0.037174721189591,0.3410780669144981,0.1105947955390334,0.1133828996282527,0.0278810408921933,C
25721.0,75,1,3,6,3,6,15,1,1,1,2,7,2,1,51,1,1,2,0,34,0.0294117647058823,0.088235294117647,0.1764705882352941,0.088235294117647,0.1764705882352941,0.4411764705882353,D
32474.0,0,10,0,1,0,0,0,1,1,0,2,7,2,1,55,2,1,3,0,11,0.9090909090909092,0.0,0.0909090909090909,0.0,0.0,0.0,A
88194.0,19,688,14,309,201,24,38,1,11,10,10,5,1,0,43,1,1,1,1,1274,0.5400313971742543,0.0109890109890109,0.2425431711145997,0.1577708006279435,0.0188383045525902,0.0298273155416012,C
69096.0,4,247,49,159,7,82,109,1,5,2,10,4,2,1,64,1,1,2,0,653,0.3782542113323124,0.0750382848392036,0.2434915773353752,0.010719754977029,0.1255742725880551,0.1669218989280245,A
74854.0,90,856,59,487,58,29,73,7,2,5,5,5,2,1,52,3,1,4,0,1562,0.5480153649167734,0.0377720870678617,0.3117797695262484,0.0371318822023047,0.0185659411011523,0.0467349551856594,A
66991.0,1,496,36,460,189,60,12,3,4,8,6,3,3,1,68,0,0,1,0,1253,0.3958499600957701,0.028731045490822,0.3671189146049481,0.1508379888268156,0.0478850758180367,0.0095770151636073,C
65031.0,29,258,107,291,84,37,86,4,10,3,13,7,2,1,63,1,1,2,0,863,0.2989571263035921,0.1239860950173812,0.3371958285052143,0.097334878331402,0.0428736964078794,0.0996523754345307,C
60631.0,88,565,6,65,0,6,19,5,9,2,8,7,3,1,47,2,1,3,0,661,0.8547655068078669,0.0090771558245083,0.0983358547655068,0.0,0.0090771558245083,0.0287443267776096,A
28332.0,58,14,10,13,4,15,9,1,2,1,4,2,2,1,70,0,0,1,0,65,0.2153846153846154,0.1538461538461538,0.2,0.0615384615384615,0.2307692307692307,0.1384615384615384,D
40246.0,68,2,1,6,2,1,1,1,1,0,2,6,2,0,45,1,1,1,1,13,0.1538461538461538,0.0769230769230769,0.4615384615384615,0.1538461538461538,0.0769230769230769,0.0769230769230769,D
75251.0,34,721,111,925,97,18,18,1,7,6,5,5,3,1,50,0,0,1,0,1890,0.3814814814814815,0.0587301587301587,0.4894179894179894,0.0513227513227513,0.0095238095238095,0.0095238095238095,C
75825.0,40,1032,105,779,137,105,51,0,5,8,9,4,2,0,46,0,0,0,0,2209,0.4671797193300135,0.0475328202806699,0.352648257129923,0.0620190131281122,0.0475328202806699,0.0230873698506111,C
26326.0,12,1,0,5,0,3,9,1,0,0,3,3,1,1,46,0,0,1,0,18,0.0555555555555555,0.0,0.2777777777777778,0.0,0.1666666666666666,0.5,D
56046.0,9,577,0,64,0,0,51,2,10,1,8,8,2,1,57,0,0,1,0,692,0.8338150289017341,0.0,0.0924855491329479,0.0,0.0,0.0736994219653179,A
29760.0,87,64,4,68,7,5,17,4,3,1,4,8,2,0,37,1,1,1,1,165,0.3878787878787879,0.0242424242424242,0.4121212121212121,0.0424242424242424,0.0303030303030303,0.103030303030303,B
26304.0,5,4,1,5,2,0,4,1,1,0,2,7,2,1,53,1,1,2,0,16,0.25,0.0625,0.3125,0.125,0.0,0.25,D
23559.0,87,25,5,19,7,0,23,3,3,0,3,7,1,1,49,1,1,2,0,79,0.3164556962025316,0.0632911392405063,0.240506329113924,0.0886075949367088,0.0,0.2911392405063291,D
38620.0,56,112,17,44,34,22,89,1,2,5,3,3,3,1,59,0,0,1,0,318,0.3522012578616352,0.0534591194968553,0.1383647798742138,0.1069182389937107,0.0691823899371069,0.279874213836478,D
81361.0,18,163,23,424,27,65,76,1,3,10,13,1,2,0,35,0,0,0,0,778,0.2095115681233933,0.0295629820051413,0.5449871465295629,0.0347043701799485,0.0835475578406169,0.0976863753213367,C
29440.0,95,17,8,14,10,4,3,2,1,0,4,7,2,1,62,2,1,3,0,56,0.3035714285714285,0.1428571428571428,0.25,0.1785714285714285,0.0714285714285714,0.0535714285714285,D
36138.0,48,130,0,16,0,0,5,5,3,1,4,7,3,1,52,2,1,3,0,151,0.8609271523178808,0.0,0.1059602649006622,0.0,0.0,0.0331125827814569,A
50388.0,3,292,6,37,0,3,34,4,6,1,6,7,2,0,65,1,1,1,1,372,0.7849462365591398,0.0161290322580645,0.0994623655913978,0.0,0.0080645161290322,0.0913978494623656,B
79593.0,70,350,60,568,110,133,145,1,5,6,7,2,2,1,49,0,0,1,0,1366,0.2562225475841874,0.0439238653001464,0.4158125915080527,0.0805270863836017,0.0973645680819912,0.1061493411420205,C
54178.0,79,135,9,39,4,0,7,1,2,2,5,2,2,1,55,1,1,2,0,194,0.6958762886597938,0.0463917525773195,0.2010309278350515,0.0206185567010309,0.0,0.0360824742268041,A
42394.0,69,15,2,10,0,1,4,1,1,0,3,7,3,0,50,1,1,1,1,32,0.46875,0.0625,0.3125,0.0,0.03125,0.125,B
23626.0,84,27,2,14,0,0,0,3,3,1,3,5,3,1,52,1,1,2,0,43,0.627906976744186,0.0465116279069767,0.3255813953488372,0.0,0.0,0.0,A
30096.0,30,5,3,11,12,5,9,1,2,0,3,6,2,1,39,1,1,2,0,45,0.1111111111111111,0.0666666666666666,0.2444444444444444,0.2666666666666666,0.1111111111111111,0.2,D
47916.0,72,505,0,26,0,0,75,5,7,4,6,6,2,0,62,1,1,1,1,606,0.8333333333333334,0.0,0.0429042904290429,0.0,0.0,0.1237623762376237,B
51813.0,37,51,2,7,0,1,2,2,2,0,3,7,2,0,50,2,1,2,1,63,0.8095238095238095,0.0317460317460317,0.1111111111111111,0.0,0.0158730158730158,0.0317460317460317,B
78497.0,44,207,26,447,75,0,223,1,5,7,12,2,1,1,71,0,0,1,0,978,0.2116564417177914,0.0265848670756646,0.4570552147239264,0.0766871165644171,0.0,0.2280163599182004,C
50150.0,32,135,46,92,65,61,11,2,5,2,7,5,3,1,39,0,0,1,0,410,0.3292682926829268,0.1121951219512195,0.224390243902439,0.1585365853658536,0.148780487804878,0.0268292682926829,C
47823.0,0,53,1,5,2,1,10,2,2,0,3,8,1,0,62,1,1,1,1,72,0.7361111111111112,0.0138888888888888,0.0694444444444444,0.0277777777777777,0.0138888888888888,0.1388888888888889,B
34554.0,43,41,1,6,2,0,5,2,2,0,3,6,3,0,63,1,1,1,1,55,0.7454545454545455,0.0181818181818181,0.109090909090909,0.0363636363636363,0.0,0.0909090909090909,B
85693.0,59,386,172,183,185,132,111,2,9,5,11,5,2,1,43,1,1,2,0,1169,0.330196749358426,0.1471343028229255,0.1565440547476475,0.1582549187339606,0.1129170230966638,0.0949529512403764,C
65846.0,68,562,81,276,80,40,81,1,6,3,6,4,3,1,77,0,0,1,0,1120,0.5017857142857143,0.0723214285714285,0.2464285714285714,0.0714285714285714,0.0357142857142857,0.0723214285714285,C
87195.0,35,217,76,690,50,26,38,1,3,11,5,1,2,1,63,0,0,1,0,1097,0.1978122151321786,0.0692798541476754,0.6289881494986327,0.0455788514129443,0.023701002734731,0.0346399270738377,C
24594.0,94,1,3,6,10,0,9,1,1,0,3,5,1,1,43,1,1,2,0,29,0.0344827586206896,0.1034482758620689,0.2068965517241379,0.3448275862068966,0.0,0.3103448275862069,D
49096.0,15,144,1,32,2,1,7,4,4,1,4,7,2,1,58,2,1,3,0,187,0.7700534759358288,0.0053475935828877,0.1711229946524064,0.0106951871657754,0.0053475935828877,0.0374331550802139,A
52413.0,56,295,106,271,75,98,65,4,6,4,12,6,2,1,53,2,1,3,0,910,0.3241758241758242,0.1164835164835164,0.2978021978021978,0.0824175824175824,0.1076923076923077,0.0714285714285714,C
38557.0,17,76,3,31,4,4,27,2,3,1,3,7,2,0,44,1,1,1,1,145,0.5241379310344828,0.0206896551724137,0.2137931034482758,0.0275862068965517,0.0275862068965517,0.1862068965517241,B
89058.0,18,454,194,106,31,22,43,1,5,4,4,2,3,1,62,0,0,1,0,850,0.5341176470588235,0.228235294117647,0.1247058823529411,0.0364705882352941,0.0258823529411764,0.0505882352941176,C
77298.0,46,425,115,292,23,35,79,1,6,6,11,3,2,1,43,1,1,2,0,969,0.4385964912280701,0.1186790505675954,0.3013415892672859,0.023735810113519,0.0361197110423116,0.0815273477812177,C
68126.0,40,1332,17,311,23,51,86,1,7,4,5,9,3,0,31,0,0,0,0,1820,0.7318681318681318,0.0093406593406593,0.1708791208791208,0.0126373626373626,0.028021978021978,0.0472527472527472,C
57288.0,27,527,0,21,0,0,60,3,8,1,8,6,3,1,59,1,1,2,0,608,0.8667763157894737,0.0,0.0345394736842105,0.0,0.0,0.0986842105263157,A
86037.0,95,490,44,125,29,20,22,1,6,7,11,3,2,0,31,0,0,0,0,730,0.6712328767123288,0.0602739726027397,0.1712328767123287,0.0397260273972602,0.0273972602739726,0.0301369863013698,C
43974.0,19,378,0,101,0,0,72,5,6,4,6,7,3,1,42,1,1,2,0,551,0.6860254083484574,0.0,0.1833030852994555,0.0,0.0,0.1306715063520871,A
50785.0,27,64,1,21,0,1,27,2,2,1,3,6,2,0,60,2,1,2,1,114,0.5614035087719298,0.0087719298245614,0.1842105263157894,0.0,0.0087719298245614,0.2368421052631578,B
90765.0,25,547,99,812,151,82,33,0,4,6,5,1,2,1,52,0,0,1,0,1724,0.3172853828306264,0.0574245939675174,0.4709976798143852,0.0875870069605568,0.0475638051044083,0.0191415313225058,C
36550.0,74,47,90,94,123,103,120,5,9,1,5,9,1,1,44,1,1,2,0,577,0.0814558058925476,0.1559792027729636,0.1629116117850953,0.2131715771230502,0.1785095320623916,0.2079722703639514,D
30753.0,85,12,5,25,0,9,30,2,1,1,3,5,1,1,55,2,1,3,0,81,0.1481481481481481,0.0617283950617283,0.3086419753086419,0.0,0.1111111111111111,0.3703703703703703,D
21918.0,37,1,6,7,11,5,3,2,2,0,3,6,2,1,53,1,1,2,0,33,0.0303030303030303,0.1818181818181818,0.2121212121212121,0.3333333333333333,0.1515151515151515,0.0909090909090909,D
56129.0,65,320,48,133,39,72,48,4,6,2,10,4,3,1,69,1,1,2,0,660,0.4848484848484848,0.0727272727272727,0.2015151515151515,0.059090909090909,0.109090909090909,0.0727272727272727,A
32557.0,13,34,3,29,0,4,10,3,2,1,3,5,3,0,55,1,1,1,1,80,0.425,0.0375,0.3625,0.0,0.05,0.125,B
19510.0,63,9,0,7,3,4,7,2,1,0,3,7,3,1,37,2,1,3,0,30,0.3,0.0,0.2333333333333333,0.1,0.1333333333333333,0.2333333333333333,D
30992.0,83,17,0,14,7,3,2,1,1,0,3,7,2,0,46,1,1,1,1,43,0.3953488372093023,0.0,0.3255813953488372,0.1627906976744186,0.0697674418604651,0.0465116279069767,B
101970.0,69,722,27,102,44,72,168,0,6,8,13,2,2,0,39,0,0,0,0,1135,0.6361233480176212,0.0237885462555066,0.0898678414096916,0.0387665198237885,0.0634361233480176,0.1480176211453744,C
71488.0,87,162,33,124,40,28,172,2,3,4,7,1,1,1,57,0,0,1,0,559,0.2898032200357782,0.0590339892665474,0.221824686940966,0.071556350626118,0.0500894454382826,0.3076923076923077,C
79607.0,37,450,133,951,173,0,216,1,3,6,6,1,2,0,38,0,0,0,0,1923,0.2340093603744149,0.0691627665106604,0.4945397815912636,0.0899635985439417,0.0,0.1123244929797191,C
54348.0,51,70,0,16,0,0,4,2,2,0,4,6,3,1,69,2,1,3,0,90,0.7777777777777778,0.0,0.1777777777777777,0.0,0.0,0.0444444444444444,A
77376.0,72,492,19,110,16,12,12,4,6,3,10,4,3,1,66,2,1,3,0,661,0.7443267776096822,0.0287443267776096,0.1664145234493192,0.0242057488653555,0.0181543116490166,0.0181543116490166,A
62998.0,10,120,58,73,65,89,58,5,5,4,5,5,2,1,70,1,1,2,0,463,0.2591792656587473,0.1252699784017278,0.1576673866090712,0.1403887688984881,0.1922246220302375,0.1252699784017278,D
61331.0,42,534,5,47,0,5,41,5,11,1,6,8,3,0,64,2,1,2,1,632,0.8449367088607594,0.0079113924050632,0.0743670886075949,0.0,0.0079113924050632,0.0648734177215189,B
73448.0,10,236,106,189,23,41,130,1,7,2,9,4,2,1,53,0,0,1,0,725,0.3255172413793103,0.1462068965517241,0.2606896551724137,0.0317241379310344,0.056551724137931,0.1793103448275862,C
41551.0,51,220,0,33,3,0,23,5,5,1,5,8,3,1,58,2,1,3,0,279,0.7885304659498208,0.0,0.1182795698924731,0.010752688172043,0.0,0.082437275985663,A
62981.0,21,796,14,590,38,44,0,1,4,5,13,3,3,1,55,0,0,1,0,1482,0.5371120107962213,0.0094466936572199,0.398110661268556,0.0256410256410256,0.029689608636977,0.0,C
9548.0,31,0,1,3,10,6,9,2,1,0,3,8,1,0,46,1,1,1,1,29,0.0,0.0344827586206896,0.1034482758620689,0.3448275862068966,0.2068965517241379,0.3103448275862069,D
33762.0,61,53,1,34,2,0,16,3,2,2,2,8,3,1,63,3,1,4,0,106,0.5,0.0094339622641509,0.320754716981132,0.0188679245283018,0.0,0.1509433962264151,A
35860.0,37,15,0,8,4,2,20,2,1,1,2,5,3,0,49,2,1,2,1,49,0.3061224489795918,0.0,0.1632653061224489,0.0816326530612244,0.0408163265306122,0.4081632653061224,B
36921.0,74,17,1,12,3,1,4,2,2,0,3,7,3,0,57,2,1,2,1,38,0.4473684210526316,0.0263157894736842,0.3157894736842105,0.0789473684210526,0.0263157894736842,0.1052631578947368,B
92859.0,46,962,61,921,52,61,20,1,5,4,12,2,3,0,30,0,0,0,0,2077,0.4631680308136736,0.0293692826191622,0.4434280211844005,0.025036109773712,0.0293692826191622,0.0096292729898892,C
65104.0,4,738,0,232,13,20,50,2,3,5,7,7,3,1,46,1,1,2,0,1053,0.7008547008547008,0.0,0.2203228869895536,0.0123456790123456,0.0189933523266856,0.0474833808167141,A
86111.0,73,399,28,756,36,40,126,1,5,7,10,2,2,1,60,0,0,1,0,1385,0.2880866425992779,0.0202166064981949,0.5458483754512635,0.0259927797833935,0.0288808664259927,0.0909747292418772,C
68352.0,47,614,16,132,43,33,33,3,8,5,9,6,3,0,48,1,1,1,1,871,0.7049368541905855,0.018369690011481,0.1515499425947187,0.0493685419058553,0.0378874856486796,0.0378874856486796,B
41883.0,13,32,34,41,73,16,116,3,4,2,3,7,2,1,34,1,1,2,0,312,0.1025641025641025,0.1089743589743589,0.1314102564102564,0.2339743589743589,0.0512820512820512,0.3717948717948718,D
59809.0,36,598,16,141,32,41,49,3,3,3,6,8,2,1,46,2,1,3,0,877,0.6818700114025086,0.0182440136830102,0.1607753705815279,0.0364880273660205,0.0467502850627137,0.0558722919042189,A
23957.0,47,2,1,18,20,11,16,1,2,0,3,6,2,1,47,1,1,2,0,68,0.0294117647058823,0.0147058823529411,0.2647058823529412,0.2941176470588235,0.1617647058823529,0.2352941176470588,D
38547.0,49,6,1,10,0,1,4,1,1,0,2,8,2,1,41,1,1,2,0,22,0.2727272727272727,0.0454545454545454,0.4545454545454545,0.0,0.0454545454545454,0.1818181818181818,D
35688.0,94,73,3,90,12,1,32,7,4,1,4,8,1,1,49,3,1,4,0,211,0.3459715639810427,0.0142180094786729,0.4265402843601896,0.0568720379146919,0.0047393364928909,0.1516587677725118,A
49605.0,65,42,16,29,12,20,8,1,2,1,4,3,3,1,56,0,0,1,0,127,0.3307086614173228,0.1259842519685039,0.2283464566929134,0.0944881889763779,0.1574803149606299,0.0629921259842519,D
59354.0,59,295,21,78,39,13,13,1,4,4,7,3,3,1,69,2,1,3,0,459,0.6427015250544662,0.0457516339869281,0.1699346405228758,0.0849673202614379,0.0283224400871459,0.0283224400871459,A
