Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,edu_level,not_live_alone,age,num_child,has_child,num_family_member,single_parent,total_spent,PrWines,PrFruits,PrMeatProducts,PrFishProducts,PrSweetProducts,PrGoldProds
79941.0,72,123,164,266,227,30,174,1,2,4,9,1,2,0,46,0,0,0,0,984,0.125,0.16666666666666666,0.2703252032520325,0.2306910569105691,0.03048780487804878,0.17682926829268292
7500.0,24,3,18,14,15,22,50,3,3,1,3,9,1,1,26,0,0,1,0,122,0.02459016393442623,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705
41728.0,92,13,6,15,3,5,13,1,2,0,2,10,2,1,54,1,1,2,0,55,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.05454545454545454,0.09090909090909091,0.23636363636363636
72550.0,39,826,50,317,50,38,38,9,5,2,12,8,3,1,68,2,1,3,0,1319,0.6262319939347991,0.03790750568612585,0.2403335860500379,0.03790750568612585,0.02880970432145565,0.02880970432145565
65486.0,29,245,19,125,37,67,14,1,4,2,10,2,2,0,65,1,1,1,1,507,0.4832347140039448,0.03747534516765286,0.2465483234714004,0.07297830374753451,0.13214990138067062,0.027613412228796843
79143.0,2,650,37,780,27,167,32,1,6,9,13,3,3,1,58,0,0,1,0,1693,0.38393384524512697,0.021854695806261076,0.4607206142941524,0.01594802126402835,0.09864146485528648,0.018901358535144713
35790.0,54,12,6,20,30,1,3,2,2,0,3,7,2,0,45,1,1,1,1,72,0.16666666666666666,0.08333333333333333,0.2777777777777778,0.4166666666666667,0.013888888888888888,0.041666666666666664
82582.0,54,510,120,550,156,40,241,1,4,9,7,1,2,0,45,0,0,0,0,1617,0.31539888682745826,0.07421150278293136,0.3401360544217687,0.09647495361781076,0.024737167594310452,0.14904143475572046
66373.0,57,328,9,124,12,24,109,7,4,2,10,3,2,1,44,2,1,3,0,606,0.5412541254125413,0.01485148514851485,0.20462046204620463,0.019801980198019802,0.039603960396039604,0.17986798679867988
82384.0,55,984,51,432,180,120,190,1,3,10,13,1,3,1,67,0,0,1,0,1957,0.5028104241185488,0.026060296371997957,0.22074603985692387,0.09197751660705161,0.061318344404701075,0.0970873786407767
70287.0,30,295,35,482,121,120,40,1,5,5,10,3,2,0,56,0,0,0,0,1093,0.2698993595608417,0.03202195791399817,0.4409881061299177,0.11070448307410796,0.10978956999085086,0.036596523330283626
27938.0,31,13,0,8,2,1,5,1,1,0,4,3,2,0,34,1,1,1,1,29,0.4482758620689655,0.0,0.27586206896551724,0.06896551724137931,0.034482758620689655,0.1724137931034483
55954.0,63,447,0,28,0,0,43,3,8,2,6,7,3,1,54,1,1,2,0,518,0.862934362934363,0.0,0.05405405405405406,0.0,0.0,0.08301158301158301
75777.0,12,712,26,538,69,13,80,1,3,6,11,1,3,0,40,0,0,0,0,1438,0.4951321279554937,0.01808066759388039,0.3741307371349096,0.04798331015299027,0.009040333796940195,0.055632823365785816
66653.0,18,452,18,102,16,18,6,4,4,2,12,3,2,1,47,2,1,3,0,612,0.738562091503268,0.029411764705882353,0.16666666666666666,0.026143790849673203,0.029411764705882353,0.00980392156862745
61823.0,26,523,7,134,37,14,169,4,8,2,10,7,2,0,70,1,1,1,1,884,0.5916289592760181,0.007918552036199095,0.1515837104072398,0.0418552036199095,0.01583710407239819,0.19117647058823528
67680.0,8,546,0,48,0,6,6,1,7,3,8,5,3,0,71,1,1,1,1,606,0.900990099009901,0.0,0.07920792079207921,0.0,0.009900990099009901,0.009900990099009901
70666.0,29,398,40,367,119,122,30,1,7,4,4,4,2,1,74,0,0,1,0,1076,0.36988847583643125,0.03717472118959108,0.34107806691449816,0.11059479553903345,0.11338289962825279,0.027881040892193308
25721.0,75,1,3,6,3,6,15,1,1,1,2,7,2,1,51,1,1,2,0,34,0.029411764705882353,0.08823529411764706,0.17647058823529413,0.08823529411764706,0.17647058823529413,0.4411764705882353
32474.0,0,10,0,1,0,0,0,1,1,0,2,7,2,1,55,2,1,3,0,11,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0
88194.0,19,688,14,309,201,24,38,1,11,10,10,5,1,0,43,1,1,1,1,1274,0.5400313971742543,0.01098901098901099,0.2425431711145997,0.1577708006279435,0.018838304552590265,0.029827315541601257
69096.0,4,247,49,159,7,82,109,1,5,2,10,4,2,1,64,1,1,2,0,653,0.3782542113323124,0.07503828483920368,0.2434915773353752,0.010719754977029096,0.12557427258805512,0.1669218989280245
74854.0,90,856,59,487,58,29,73,7,2,5,5,5,2,1,52,3,1,4,0,1562,0.5480153649167734,0.03777208706786172,0.3117797695262484,0.03713188220230474,0.01856594110115237,0.04673495518565941
66991.0,1,496,36,460,189,60,12,3,4,8,6,3,3,1,68,0,0,1,0,1253,0.39584996009577017,0.028731045490822026,0.3671189146049481,0.15083798882681565,0.047885075818036714,0.009577015163607342
65031.0,29,258,107,291,84,37,86,4,10,3,13,7,2,1,63,1,1,2,0,863,0.2989571263035921,0.12398609501738123,0.33719582850521435,0.09733487833140209,0.04287369640787949,0.0996523754345307
60631.0,88,565,6,65,0,6,19,5,9,2,8,7,3,1,47,2,1,3,0,661,0.8547655068078669,0.009077155824508321,0.09833585476550681,0.0,0.009077155824508321,0.028744326777609682
28332.0,58,14,10,13,4,15,9,1,2,1,4,2,2,1,70,0,0,1,0,65,0.2153846153846154,0.15384615384615385,0.2,0.06153846153846154,0.23076923076923078,0.13846153846153847
40246.0,68,2,1,6,2,1,1,1,1,0,2,6,2,0,45,1,1,1,1,13,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.07692307692307693
75251.0,34,721,111,925,97,18,18,1,7,6,5,5,3,1,50,0,0,1,0,1890,0.3814814814814815,0.05873015873015873,0.4894179894179894,0.051322751322751325,0.009523809523809525,0.009523809523809525
75825.0,40,1032,105,779,137,105,51,0,5,8,9,4,2,0,46,0,0,0,0,2209,0.46717971933001357,0.047532820280669984,0.35264825712992304,0.06201901312811227,0.047532820280669984,0.023087369850611137
26326.0,12,1,0,5,0,3,9,1,0,0,3,3,1,1,46,0,0,1,0,18,0.05555555555555555,0.0,0.2777777777777778,0.0,0.16666666666666666,0.5
56046.0,9,577,0,64,0,0,51,2,10,1,8,8,2,1,57,0,0,1,0,692,0.8338150289017341,0.0,0.09248554913294797,0.0,0.0,0.07369942196531792
29760.0,87,64,4,68,7,5,17,4,3,1,4,8,2,0,37,1,1,1,1,165,0.3878787878787879,0.024242424242424242,0.4121212121212121,0.04242424242424243,0.030303030303030304,0.10303030303030303
26304.0,5,4,1,5,2,0,4,1,1,0,2,7,2,1,53,1,1,2,0,16,0.25,0.0625,0.3125,0.125,0.0,0.25
23559.0,87,25,5,19,7,0,23,3,3,0,3,7,1,1,49,1,1,2,0,79,0.31645569620253167,0.06329113924050633,0.24050632911392406,0.08860759493670886,0.0,0.2911392405063291
38620.0,56,112,17,44,34,22,89,1,2,5,3,3,3,1,59,0,0,1,0,318,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478
81361.0,18,163,23,424,27,65,76,1,3,10,13,1,2,0,35,0,0,0,0,778,0.2095115681233933,0.02956298200514139,0.5449871465295629,0.03470437017994859,0.08354755784061697,0.09768637532133675
29440.0,95,17,8,14,10,4,3,2,1,0,4,7,2,1,62,2,1,3,0,56,0.30357142857142855,0.14285714285714285,0.25,0.17857142857142858,0.07142857142857142,0.05357142857142857
36138.0,48,130,0,16,0,0,5,5,3,1,4,7,3,1,52,2,1,3,0,151,0.8609271523178808,0.0,0.10596026490066225,0.0,0.0,0.033112582781456956
50388.0,3,292,6,37,0,3,34,4,6,1,6,7,2,0,65,1,1,1,1,372,0.7849462365591398,0.016129032258064516,0.09946236559139784,0.0,0.008064516129032258,0.0913978494623656
79593.0,70,350,60,568,110,133,145,1,5,6,7,2,2,1,49,0,0,1,0,1366,0.2562225475841874,0.043923865300146414,0.4158125915080527,0.08052708638360176,0.09736456808199122,0.1061493411420205
54178.0,79,135,9,39,4,0,7,1,2,2,5,2,2,1,55,1,1,2,0,194,0.6958762886597938,0.04639175257731959,0.20103092783505155,0.020618556701030927,0.0,0.03608247422680412
42394.0,69,15,2,10,0,1,4,1,1,0,3,7,3,0,50,1,1,1,1,32,0.46875,0.0625,0.3125,0.0,0.03125,0.125
23626.0,84,27,2,14,0,0,0,3,3,1,3,5,3,1,52,1,1,2,0,43,0.627906976744186,0.046511627906976744,0.32558139534883723,0.0,0.0,0.0
30096.0,30,5,3,11,12,5,9,1,2,0,3,6,2,1,39,1,1,2,0,45,0.1111111111111111,0.06666666666666667,0.24444444444444444,0.26666666666666666,0.1111111111111111,0.2
47916.0,72,505,0,26,0,0,75,5,7,4,6,6,2,0,62,1,1,1,1,606,0.8333333333333334,0.0,0.0429042904290429,0.0,0.0,0.12376237623762376
51813.0,37,51,2,7,0,1,2,2,2,0,3,7,2,0,50,2,1,2,1,63,0.8095238095238095,0.031746031746031744,0.1111111111111111,0.0,0.015873015873015872,0.031746031746031744
78497.0,44,207,26,447,75,0,223,1,5,7,12,2,1,1,71,0,0,1,0,978,0.2116564417177914,0.026584867075664622,0.4570552147239264,0.07668711656441718,0.0,0.2280163599182004
50150.0,32,135,46,92,65,61,11,2,5,2,7,5,3,1,39,0,0,1,0,410,0.32926829268292684,0.11219512195121951,0.22439024390243903,0.15853658536585366,0.14878048780487804,0.026829268292682926
47823.0,0,53,1,5,2,1,10,2,2,0,3,8,1,0,62,1,1,1,1,72,0.7361111111111112,0.013888888888888888,0.06944444444444445,0.027777777777777776,0.013888888888888888,0.1388888888888889
34554.0,43,41,1,6,2,0,5,2,2,0,3,6,3,0,63,1,1,1,1,55,0.7454545454545455,0.01818181818181818,0.10909090909090909,0.03636363636363636,0.0,0.09090909090909091
85693.0,59,386,172,183,185,132,111,2,9,5,11,5,2,1,43,1,1,2,0,1169,0.330196749358426,0.14713430282292558,0.15654405474764757,0.15825491873396064,0.11291702309666382,0.0949529512403764
65846.0,68,562,81,276,80,40,81,1,6,3,6,4,3,1,77,0,0,1,0,1120,0.5017857142857143,0.07232142857142858,0.24642857142857144,0.07142857142857142,0.03571428571428571,0.07232142857142858
87195.0,35,217,76,690,50,26,38,1,3,11,5,1,2,1,63,0,0,1,0,1097,0.19781221513217867,0.06927985414767548,0.6289881494986327,0.04557885141294439,0.023701002734731084,0.03463992707383774
24594.0,94,1,3,6,10,0,9,1,1,0,3,5,1,1,43,1,1,2,0,29,0.034482758620689655,0.10344827586206896,0.20689655172413793,0.3448275862068966,0.0,0.3103448275862069
49096.0,15,144,1,32,2,1,7,4,4,1,4,7,2,1,58,2,1,3,0,187,0.7700534759358288,0.0053475935828877,0.1711229946524064,0.0106951871657754,0.0053475935828877,0.0374331550802139
52413.0,56,295,106,271,75,98,65,4,6,4,12,6,2,1,53,2,1,3,0,910,0.3241758241758242,0.11648351648351649,0.2978021978021978,0.08241758241758242,0.1076923076923077,0.07142857142857142
38557.0,17,76,3,31,4,4,27,2,3,1,3,7,2,0,44,1,1,1,1,145,0.5241379310344828,0.020689655172413793,0.21379310344827587,0.027586206896551724,0.027586206896551724,0.18620689655172415
89058.0,18,454,194,106,31,22,43,1,5,4,4,2,3,1,62,0,0,1,0,850,0.5341176470588235,0.22823529411764706,0.12470588235294118,0.036470588235294116,0.02588235294117647,0.05058823529411765
77298.0,46,425,115,292,23,35,79,1,6,6,11,3,2,1,43,1,1,2,0,969,0.43859649122807015,0.11867905056759546,0.3013415892672859,0.023735810113519093,0.03611971104231166,0.08152734778121776
68126.0,40,1332,17,311,23,51,86,1,7,4,5,9,3,0,31,0,0,0,0,1820,0.7318681318681318,0.00934065934065934,0.17087912087912088,0.012637362637362638,0.028021978021978023,0.04725274725274725
57288.0,27,527,0,21,0,0,60,3,8,1,8,6,3,1,59,1,1,2,0,608,0.8667763157894737,0.0,0.03453947368421053,0.0,0.0,0.09868421052631579
86037.0,95,490,44,125,29,20,22,1,6,7,11,3,2,0,31,0,0,0,0,730,0.6712328767123288,0.06027397260273973,0.17123287671232876,0.03972602739726028,0.0273972602739726,0.030136986301369864
43974.0,19,378,0,101,0,0,72,5,6,4,6,7,3,1,42,1,1,2,0,551,0.6860254083484574,0.0,0.18330308529945555,0.0,0.0,0.1306715063520871
50785.0,27,64,1,21,0,1,27,2,2,1,3,6,2,0,60,2,1,2,1,114,0.5614035087719298,0.008771929824561403,0.18421052631578946,0.0,0.008771929824561403,0.23684210526315788
90765.0,25,547,99,812,151,82,33,0,4,6,5,1,2,1,52,0,0,1,0,1724,0.31728538283062646,0.0574245939675174,0.4709976798143852,0.08758700696055685,0.04756380510440835,0.0191415313225058
36550.0,74,47,90,94,123,103,120,5,9,1,5,9,1,1,44,1,1,2,0,577,0.08145580589254767,0.1559792027729636,0.16291161178509533,0.21317157712305027,0.17850953206239167,0.20797227036395147
30753.0,85,12,5,25,0,9,30,2,1,1,3,5,1,1,55,2,1,3,0,81,0.14814814814814814,0.06172839506172839,0.30864197530864196,0.0,0.1111111111111111,0.37037037037037035
21918.0,37,1,6,7,11,5,3,2,2,0,3,6,2,1,53,1,1,2,0,33,0.030303030303030304,0.18181818181818182,0.21212121212121213,0.3333333333333333,0.15151515151515152,0.09090909090909091
56129.0,65,320,48,133,39,72,48,4,6,2,10,4,3,1,69,1,1,2,0,660,0.48484848484848486,0.07272727272727272,0.2015151515151515,0.05909090909090909,0.10909090909090909,0.07272727272727272
32557.0,13,34,3,29,0,4,10,3,2,1,3,5,3,0,55,1,1,1,1,80,0.425,0.0375,0.3625,0.0,0.05,0.125
19510.0,63,9,0,7,3,4,7,2,1,0,3,7,3,1,37,2,1,3,0,30,0.3,0.0,0.23333333333333334,0.1,0.13333333333333333,0.23333333333333334
30992.0,83,17,0,14,7,3,2,1,1,0,3,7,2,0,46,1,1,1,1,43,0.3953488372093023,0.0,0.32558139534883723,0.16279069767441862,0.06976744186046512,0.046511627906976744
101970.0,69,722,27,102,44,72,168,0,6,8,13,2,2,0,39,0,0,0,0,1135,0.6361233480176212,0.02378854625550661,0.08986784140969163,0.038766519823788544,0.06343612334801763,0.14801762114537445
71488.0,87,162,33,124,40,28,172,2,3,4,7,1,1,1,57,0,0,1,0,559,0.2898032200357782,0.059033989266547404,0.22182468694096602,0.07155635062611806,0.05008944543828265,0.3076923076923077
79607.0,37,450,133,951,173,0,216,1,3,6,6,1,2,0,38,0,0,0,0,1923,0.23400936037441497,0.06916276651066043,0.49453978159126366,0.08996359854394176,0.0,0.11232449297971919
54348.0,51,70,0,16,0,0,4,2,2,0,4,6,3,1,69,2,1,3,0,90,0.7777777777777778,0.0,0.17777777777777778,0.0,0.0,0.044444444444444446
77376.0,72,492,19,110,16,12,12,4,6,3,10,4,3,1,66,2,1,3,0,661,0.7443267776096822,0.028744326777609682,0.1664145234493192,0.024205748865355523,0.018154311649016642,0.018154311649016642
62998.0,10,120,58,73,65,89,58,5,5,4,5,5,2,1,70,1,1,2,0,463,0.2591792656587473,0.12526997840172785,0.15766738660907129,0.14038876889848811,0.19222462203023757,0.12526997840172785
61331.0,42,534,5,47,0,5,41,5,11,1,6,8,3,0,64,2,1,2,1,632,0.8449367088607594,0.007911392405063292,0.07436708860759493,0.0,0.007911392405063292,0.06487341772151899
73448.0,10,236,106,189,23,41,130,1,7,2,9,4,2,1,53,0,0,1,0,725,0.3255172413793103,0.14620689655172414,0.26068965517241377,0.031724137931034485,0.05655172413793103,0.1793103448275862
41551.0,51,220,0,33,3,0,23,5,5,1,5,8,3,1,58,2,1,3,0,279,0.7885304659498208,0.0,0.11827956989247312,0.010752688172043012,0.0,0.08243727598566308
62981.0,21,796,14,590,38,44,0,1,4,5,13,3,3,1,55,0,0,1,0,1482,0.5371120107962213,0.009446693657219974,0.398110661268556,0.02564102564102564,0.029689608636977057,0.0
9548.0,31,0,1,3,10,6,9,2,1,0,3,8,1,0,46,1,1,1,1,29,0.0,0.034482758620689655,0.10344827586206896,0.3448275862068966,0.20689655172413793,0.3103448275862069
33762.0,61,53,1,34,2,0,16,3,2,2,2,8,3,1,63,3,1,4,0,106,0.5,0.009433962264150943,0.32075471698113206,0.018867924528301886,0.0,0.1509433962264151
35860.0,37,15,0,8,4,2,20,2,1,1,2,5,3,0,49,2,1,2,1,49,0.30612244897959184,0.0,0.16326530612244897,0.08163265306122448,0.04081632653061224,0.40816326530612246
36921.0,74,17,1,12,3,1,4,2,2,0,3,7,3,0,57,2,1,2,1,38,0.4473684210526316,0.02631578947368421,0.3157894736842105,0.07894736842105263,0.02631578947368421,0.10526315789473684
92859.0,46,962,61,921,52,61,20,1,5,4,12,2,3,0,30,0,0,0,0,2077,0.4631680308136736,0.029369282619162253,0.44342802118440056,0.025036109773712085,0.029369282619162253,0.009629272989889264
65104.0,4,738,0,232,13,20,50,2,3,5,7,7,3,1,46,1,1,2,0,1053,0.7008547008547008,0.0,0.22032288698955366,0.012345679012345678,0.01899335232668566,0.04748338081671415
86111.0,73,399,28,756,36,40,126,1,5,7,10,2,2,1,60,0,0,1,0,1385,0.28808664259927796,0.020216606498194945,0.5458483754512635,0.025992779783393503,0.02888086642599278,0.09097472924187726
68352.0,47,614,16,132,43,33,33,3,8,5,9,6,3,0,48,1,1,1,1,871,0.7049368541905855,0.018369690011481057,0.1515499425947187,0.04936854190585534,0.03788748564867968,0.03788748564867968
41883.0,13,32,34,41,73,16,116,3,4,2,3,7,2,1,34,1,1,2,0,312,0.10256410256410256,0.10897435897435898,0.13141025641025642,0.23397435897435898,0.05128205128205128,0.3717948717948718
59809.0,36,598,16,141,32,41,49,3,3,3,6,8,2,1,46,2,1,3,0,877,0.6818700114025086,0.018244013683010263,0.16077537058152794,0.036488027366020526,0.046750285062713795,0.055872291904218926
23957.0,47,2,1,18,20,11,16,1,2,0,3,6,2,1,47,1,1,2,0,68,0.029411764705882353,0.014705882352941176,0.2647058823529412,0.29411764705882354,0.16176470588235295,0.23529411764705882
38547.0,49,6,1,10,0,1,4,1,1,0,2,8,2,1,41,1,1,2,0,22,0.2727272727272727,0.045454545454545456,0.45454545454545453,0.0,0.045454545454545456,0.18181818181818182
35688.0,94,73,3,90,12,1,32,7,4,1,4,8,1,1,49,3,1,4,0,211,0.3459715639810427,0.014218009478672985,0.4265402843601896,0.05687203791469194,0.004739336492890996,0.15165876777251186
49605.0,65,42,16,29,12,20,8,1,2,1,4,3,3,1,56,0,0,1,0,127,0.33070866141732286,0.12598425196850394,0.2283464566929134,0.09448818897637795,0.15748031496062992,0.06299212598425197
59354.0,59,295,21,78,39,13,13,1,4,4,7,3,3,1,69,2,1,3,0,459,0.6427015250544662,0.0457516339869281,0.16993464052287582,0.08496732026143791,0.02832244008714597,0.02832244008714597
65747.0,96,346,17,48,23,13,13,4,8,1,6,6,2,1,53,1,1,2,0,460,0.7521739130434782,0.03695652173913044,0.10434782608695652,0.05,0.02826086956521739,0.02826086956521739
46344.0,28,233,20,57,8,20,91,4,7,1,5,7,1,1,50,1,1,2,0,429,0.5431235431235432,0.046620046620046623,0.13286713286713286,0.018648018648018648,0.046620046620046623,0.21212121212121213
